Genus Name	Species Name	Synonym	Family	Order	Class	Common Name	Species Code	Growth Form	Percent Leaf Type	Leaf Type	Growth Rate	Longevity	Height at Maturity (feet)
Eucalyptus	woodwardii		Myrtaceae	Myrtales	Rosidae	Lemon-flowered Gum	EUWO	Tree	Hardwood	Evergreen	Slow	Long	10
Eucalyptus	woodwardii x torquata		Myrtaceae	Myrtales	Rosidae	Torwood Gum	EUWO1	Tree	Hardwood	Evergreen	Slow	Long	12
Eucalyptus	yarraensis		Myrtaceae	Myrtales	Rosidae	Yarra gum	EUYA	Tree	Hardwood	Evergreen	Moderate	Long	50
Eucalyptus	youmanii		Myrtaceae	Myrtales	Rosidae	Yourman's stringybark	EUYO	Tree	Hardwood	Evergreen	Moderate	Long	66
Euclea	racemosa		Euphorbiaceae	Euphorbiales	Rosidae	Sea guarrie	EURA1	Shrub or small tree	Hardwood	Evergreen	Fast	Short	23
Eucommia	ulmoides		Eucommiaceae	Eucommiales	Hamamelidae	Hardy rubber tree	EUUL	Tree	Hardwood	Deciduous	Moderate	Moderate	43
Eucryphia	glutinosa		Eucryphiaceae	Rosales	Rosidae	Nirrhe	EUGL3	Shrub	Hardwood	Deciduous	Moderate	Moderate	8
Eucryphia	lucida		Eucryphiaceae	Rosales	Rosidae	Leatherwood	EULU4	Tree	Hardwood	Evergreen	Moderate	Moderate	10
Eucryphia	nymansensi		Eucryphiaceae	Rosales	Rosidae	Nymansay eucryphia	EUNY	Shrub or small tree	Hardwood	Evergreen			
Eugenia	apiculata	Luma apiculata	Myrtaceae	Myrtales	Rosidae	Shortleaf stopper	LUAP	Tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	aquea		Myrtaceae	Myrtales	Rosidae	water apple	EUAQ	Shrub or small tree	Hardwood	Evergreen			20
Eugenia	axillaris	"Eugenia anthera, Myrtus axillaris"	Myrtaceae	Myrtales	Rosidae	White stopper	EUAX	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	20
Eugenia	bahiensis		Myrtaceae	Myrtales	Rosidae	Eugenia bahiensis	EUBA10	Tree	Hardwood	Evergreen			
Eugenia	batingabranca		Myrtaceae	Myrtales	Rosidae	Eugenia batingabranca	EUBA9	Tree	Hardwood	Evergreen			
Eugenia	bellonis	Myrtus bellonis	Myrtaceae	Myrtales	Rosidae	Puerto rico stopper	EUBE4	Shrub	Hardwood	Evergreen	Moderate		28
Eugenia	biflora	Eugenia lancea	Myrtaceae	Myrtales	Rosidae	Blackrodwood	EUBI	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	boqueronensis		Myrtaceae	Myrtales	Rosidae	Sierra de cayey stopper	EUBO3	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	borinquensis		Myrtaceae	Myrtales	Rosidae	Guayabota de sierra	EUBO4	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	brasiliensis		Myrtaceae	Myrtales	Rosidae	Brazilian cherry	EUBR4	Tree	Hardwood	Evergreen			30
Eugenia	cacuminis		Myrtaceae	Myrtales	Rosidae	Cerro torrecilla stopper	EUCA10	Shrub	Hardwood	Evergreen	Moderate		28
Eugenia	candolleana		Myrtaceae	Myrtales	Rosidae	Cambui roxo	EUMU4	Tree	Hardwood	Evergreen			
Eugenia	caryophyllus		Myrtaceae	Myrtales	Rosidae	cloves	EUCA16	Tree	Hardwood	Evergreen			30
Eugenia	confusa		Myrtaceae	Myrtales	Rosidae	Redberry stopper	EUCO4	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	20
Eugenia	cordata		Myrtaceae	Myrtales	Rosidae	Lathberry	EUCO5	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	corozalensis		Myrtaceae	Myrtales	Rosidae	Sperry guava	EUCO13	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	domingensis	Eugenia aeruginea	Myrtaceae	Myrtales	Rosidae	Serrette guave	EUDO	Tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	earhartii		Myrtaceae	Myrtales	Rosidae	Earhart's stopper	EUEA	Shrub	Hardwood	Evergreen	Moderate		28
Eugenia	eggersii		Myrtaceae	Myrtales	Rosidae	Guasabara	EUEG	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	excelsa		Myrtaceae	Myrtales	Rosidae	Eugenia excelsa	EUEX1	Tree	Hardwood	Evergreen			
Eugenia	florida		Myrtaceae	Myrtales	Rosidae	Spanish stopper	EUFL	Tree	Hardwood	Evergreen			
Eugenia	foetida	"Eugenia myrtoides, Eugenia buxifolia"	Myrtaceae	Myrtales	Rosidae	Boxleaf stopper	EUFO3	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	18
Eugenia	glabrata	Myrtus glabrata	Myrtaceae	Myrtales	Rosidae	Smooth rodwood	EUGL6	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	haematocarpa		Myrtaceae	Myrtales	Rosidae	Luquillo mountain stopper	EUHA4	Tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	involucrata		Myrtaceae	Myrtales	Rosidae	Cerejeira-do-rio-grande	EUIN	Shrub	Hardwood	Evergreen	Moderate		28
Eugenia	javanica	Syzygium samarangense	Myrtaceae	Myrtales	Rosidae	wax apple	EUJA4	Tree	Hardwood	Evergreen			36
Eugenia	koolauensis	Eugenia molokaiana	Myrtaceae	Myrtales	Rosidae	Nioi	EUKO	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	laevis		Myrtaceae	Myrtales	Rosidae	Bayamon stopper	EULA9	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	ligustrina	Myrtus ligustrina	Myrtaceae	Myrtales	Rosidae	Privet stopper	EULI	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	monticola	"Myrtus monticola, Eugenia monticola var. latifolia, Eugenia maleolens"	Myrtaceae	Myrtales	Rosidae	Birdcherry	EUMO	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	multiflora		Myrtaceae	Myrtales	Rosidae	Eugenia multiflora	EUMU3	Tree	Hardwood	Evergreen			
Eugenia	neoaustralis		Myrtaceae	Myrtales	Rosidae	Eugenia neoaustralis	EUNE2	Tree	Hardwood	Evergreen			
Eugenia	olivacea		Myrtaceae	Myrtales	Rosidae	Eugenia olivacea	EUOL2	Tree	Hardwood	Evergreen			
Eugenia	ovalifolia		Myrtaceae	Myrtales	Rosidae	Eugenia ovalifolia	EUOV	Tree	Hardwood	Evergreen			
Eugenia	padronii		Myrtaceae	Myrtales	Rosidae	Padron's stopper	EUPA12	Tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	palumbis		Myrtaceae	Myrtales	Rosidae	agatelang	EUPA28	Tree	Hardwood	Evergreen			
Eugenia	paniculata	Syzygium paniculatum	Myrtaceae	Myrtales	Rosidae	Brush cherry	EUPA2	Shrub	Hardwood	Evergreen			
Eugenia	parvifolia		Myrtaceae	Myrtales	Rosidae	Eugenia parvifolia	EUPA5	Tree	Hardwood	Evergreen			
Eugenia	prasina		Myrtaceae	Myrtales	Rosidae	Eugenia prasina	EUPR1	Tree	Hardwood	Evergreen			
Eugenia	procera	Myrtus procera	Myrtaceae	Myrtales	Rosidae	Rockmyrtle	EUPR4	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	pseudopsidium		Myrtaceae	Myrtales	Rosidae	Christmas cherry	EUPS	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	punicifolia		Myrtaceae	Myrtales	Rosidae	Beach cherry	EUPU4	Shrub or small tree	Hardwood	Evergreen			
Eugenia	reinwardtiana		Myrtaceae	Myrtales	Rosidae	Mountain stopper	EURE7	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	repanda		Myrtaceae	Myrtales	Rosidae	Eugenia repanda	EUPR2	Tree	Hardwood	Evergreen			
Eugenia	rhombea	Eugenia foetida var. rhombea	Myrtaceae	Myrtales	Rosidae	Red stopper	EURH	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	20
Eugenia	rostrata		Myrtaceae	Myrtales	Rosidae	Eugenia rostrata	EURO2	Tree	Hardwood	Evergreen			
Eugenia	serrasuela		Myrtaceae	Myrtales	Rosidae	Serrasuela	EUSE9	Tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	sessiliflora		Myrtaceae	Myrtales	Rosidae	Sessileleaf stopper	EUSE10	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	speciosa		Myrtaceae	Myrtales	Rosidae	Eugenia speciosa	EUSP1	Tree	Hardwood	Evergreen			
Eugenia	stahlii		Myrtaceae	Myrtales	Rosidae	Stahl's stopper	EUST3	Tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	stewardsonii		Myrtaceae	Myrtales	Rosidae	Stewardson's stopper	EUST6	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	thompsonii		Myrtaceae	Myrtales	Rosidae	atoto	EUTH4	Tree	Hardwood	Evergreen			
Eugenia	tinguyensis		Myrtaceae	Myrtales	Rosidae	Eugenia tinguyensis	EUTI3	Tree	Hardwood	Evergreen			
Eugenia	umbelliflora		Myrtaceae	Myrtales	Rosidae	Eugenia umbelliflora	EUUM2	Tree	Hardwood	Evergreen			
Eugenia	umbrosa		Myrtaceae	Myrtales	Rosidae	Eugenia umbrosa	EUUM1	Tree	Hardwood	Evergreen			
Eugenia	underwoodii		Myrtaceae	Myrtales	Rosidae	Underwood's stopper	EUUN	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	uniflora	Eugenia michelii	Myrtaceae	Myrtales	Rosidae	Surinam cherry	EUUN2	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	12
Eugenia	woodburyana		Myrtaceae	Myrtales	Rosidae	Woodbury's stopper	EUWO2	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Eugenia	xerophytica		Myrtaceae	Myrtales	Rosidae	Aridland stopper	EUXE	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	28
Euonymus	alata	Celastrus alatus	Celastraceae	Celastrales	Rosidae	Winged burning bush	EUAL8	Shrub	Hardwood	Deciduous	Moderate		25
Euonymus	alatus		Celastraceae	Celastrales	Rosidae	Winged burningbush	EUAL	Shrub	Hardwood	Deciduous	Slow		16
Euonymus	americanus		Celastraceae	Celastrales	Rosidae	Bursting-heart	EUAM7	Shrub	Hardwood	Deciduous	Moderate		25
Euonymus	aptera		Celastraceae	Celastrales	Rosidae	Corky spindletree	EUAP5	Shrub	Hardwood	Deciduous	Moderate		25
Euonymus	atropurpureus		Celastraceae	Celastrales	Rosidae	Eastern wahoo	EUAT	Shrub or small tree	Hardwood	Deciduous	Moderate	Short	25
Euonymus	bungeanum		Celastraceae	Celastrales	Rosidae	Winterberry	EUBU6	Shrub or small tree	Hardwood	Deciduous	Moderate		25
Euonymus	europaeus		Celastraceae	Celastrales	Rosidae	European spindletree	EUEU	Shrub	Hardwood	Deciduous	Moderate		25
Euonymus	fortunei		Celastraceae	Celastrales	Rosidae	Winter creeper	EUFO	Shrub	Hardwood	Evergreen	Fast		25
Euonymus	hamiltonianus		Celastraceae	Celastrales	Rosidae	Hamilton's spindletree	EUHA9	Shrub or small tree	Hardwood	Deciduous	Moderate		25
Euonymus	japonica Aureomarginatus		Celastraceae	Celastrales	Rosidae	Golden euonymus	EUJAAM	Shrub	Hardwood	Evergreen	Slow	Moderate	3
Euonymus	japonicus		Celastraceae	Celastrales	Rosidae	Evergreen euonymus	EUJA	Shrub	Hardwood	Evergreen	Moderate		25
Euonymus	kiautschovica		Celastraceae	Celastrales	Rosidae	Creeping strawberry bush	EUKI4	Shrub	Hardwood	Deciduous	Moderate		25
Euonymus	latifolius		Celastraceae	Celastrales	Rosidae	Large-leaved Spindle	EULA4	Shrub	Hardwood	Deciduous	Slow	Moderate	3
Euonymus	lucidus		Celastraceae	Celastrales	Rosidae	Spindle	EULU1	Shrub or small tree	Hardwood	Evergreen	Slow	Moderate	12
Euonymus	occidentalis		Celastraceae	Celastrales	Rosidae	Western wahoo	EUOC	Shrub	Hardwood	Deciduous	Moderate		25
Euonymus	phellomanus		Celastraceae	Celastrales	Rosidae	Corktree	EUPH5	Shrub	Hardwood	Deciduous	Moderate		25
Euonymus	sieboldiana		Celastraceae	Celastrales	Rosidae	Euonymus sieboldiana	EUSI4	Tree	Hardwood	Deciduous			
Euphorbia	abyssinica		Euphorbiaceae	Euphorbiales	Rosidae	Desert candle	ROAB	Tree	Palm	Evergreen	Fast	Short	31
Euphorbia	brasiliensis		Euphorbiaceae	Euphorbiales	Rosidae	Euphorbia brasiliensis	EUBR	Herb					
Euphorbia	candelabrum		Euphorbiaceae	Euphorbiales	Rosidae	Candelabra tree	EUCA15	Tree	Palm	Evergreen	Fast	Short	19
Euphorbia	cotinifolia		Euphorbiaceae	Euphorbiales	Rosidae	Mexican shrubby spurge	EUCO24	Shrub or small tree	Hardwood	Deciduous	Slow		38
Euphorbia	curtisii	"Tithymalopsis eriogonoides, Tithymalopsis curtisii"	Euphorbiaceae	Euphorbiales	Rosidae	Curtis' spurge	EUCU3	Shrub	Hardwood	Deciduous	Slow		38
Euphorbia	dendroides		Euphorbiaceae	Euphorbiales	Rosidae	Tree spurge	EUDE10	Shrub	Hardwood	Deciduous	Slow		38
Euphorbia	haeleeleana		Euphorbiaceae	Euphorbiales	Rosidae	Kauai spurge	EUHA2	Tree	Hardwood	Deciduous	Slow		38
Euphorbia	lactea		Euphorbiaceae	Euphorbiales	Rosidae	Mottled spurge	EULA8	Shrub or small tree	Hardwood	Evergreen	Slow		38
Euphorbia	leucocephala		Euphorbiaceae	Euphorbiales	Rosidae	Pascuita	EULE6	Shrub or small tree	Hardwood	Deciduous	Slow		38
Euphorbia	longana		Euphorbiaceae	Euphorbiales	Rosidae	Euphorbia longana	EULO2	Tree	Hardwood	Evergreen	Moderate	Moderate	
Euphorbia	milii		Euphorbiaceae	Euphorbiales	Rosidae	Christplant	EUMI9	Vine	Hardwood	Evergreen	Slow		38
Euphorbia	misera		Euphorbiaceae	Euphorbiales	Rosidae	Cliff spurge	EUMI4	Shrub	Hardwood	Deciduous	Slow		38
Euphorbia	neriifolia		Euphorbiaceae	Euphorbiales	Rosidae	Indian spurgetree	EUNE4	Shrub or small tree	Hardwood	Evergreen	Slow		38
Euphorbia	pereskiifolia		Euphorbiaceae	Euphorbiales	Rosidae	Euphorbia pereskiifolia	EUPE3	Shrub or small tree	Hardwood	Summer Deciduous			12
Euphorbia	petiolaris	Aklema petiolaris	Euphorbiaceae	Euphorbiales	Rosidae	Manchineel berry	EUPE8	Shrub or small tree	Hardwood	Deciduous	Slow		38
Euphorbia	pulcherrima	Poinsettia pulcherrima	Euphorbiaceae	Euphorbiales	Rosidae	Poinsettia	EUPU9	Shrub or small tree	Hardwood	Deciduous	Slow		38
Euphorbia	tanquahuete		Euphorbiaceae	Euphorbiales	Rosidae	Palo amarillo	EUTA	Shrub or small tree	Hardwood	Deciduous	Fast		8
Euphorbia	tirucalli		Euphorbiaceae	Euphorbiales	Rosidae	Indiantree spurge	EUTI	Tree	Hardwood	Evergreen	Moderate		25
Euplassa	isernii		Proteaceae	Proteales	Rosidae	Euplassa isernii	EUIS	Herb					
Eupomatia	laurina		Eupomatiaceae	Magnoliales	Magnoliidae	Bolwarra	EULA5	Shrub or small tree	Hardwood	Evergreen	Fast	Moderate	5
Euroschinus	falcata		Anacardiaceae	Sapindales	Rosidae	Ribbonwood	EUFA2	Tree	Hardwood	Evergreen	Moderate	Long	132
Eurya	japonica		Theaceae	Theales	Dilleniidae	Japanese eurya	EUJA1	Shrub or small tree	Hardwood	Evergreen			3
Eurya	sandwicensis	Eurya sandwicensis var. grandifolia	Theaceae	Theales	Dilleniidae	Anini	EUSA6	Shrub or small tree	Hardwood	Evergreen	Slow		19
Euryops	chrysanthemoides		Asteraceae	Asterales	Asteridae	Bull's eye	EUCH4	Shrub	Hardwood	Evergreen			
Euryops	multifidus		Asteraceae	Asterales	Asteridae	Hawk's eye	EUMU	Shrub	Hardwood	Evergreen			
Euryops	pectinatus		Asteraceae	Asterales	Asteridae	Golden euryops	EUPE	Shrub	Hardwood	Evergreen			
Euterpe	edulis		Arecaceae	Arecales	Arecidae	assai palm	EUED	Palm	Hardwood	Evergreen			26
Excoecaria	agallocha		Euphorbiaceae	Euphorbiales	Rosidae	blinding tree	EXAG	Tree	Hardwood	Evergreen			45
Exocarpos	aphyllus		Santalaceae	Santalales	Rosidae	Leafless Ballart	EXAP	Shrub	Hardwood	Evergreen	Moderate	Moderate	4
Exocarpos	cupressiformis		Santalaceae	Santalales	Rosidae	Cherry Ballart	EXCU	Tree	Hardwood	Evergreen	Slow	Long	26
Exocarpos	gaudichaudii		Santalaceae	Santalales	Rosidae	Hulumoa	EXGA	Shrub or small tree	Hardwood	Deciduous			
Exocarpos	luteolus		Santalaceae	Santalales	Rosidae	Leafy ballart	EXLU	Shrub	Hardwood	Deciduous			
Exocarpos	menziesii		Santalaceae	Santalales	Rosidae	Menzies' ballart	EXME	Shrub	Hardwood	Deciduous			
Exocarpos	sparteus		Santalaceae	Santalales	Rosidae	Broom Ballart	EXSP	Shrub or small tree	Hardwood	Evergreen	Moderate	Moderate	4
Exocarpos	strictus		Santalaceae	Santalales	Rosidae	Pale-fruit Ballart	EXST	Shrub	Hardwood	Evergreen	Moderate	Moderate	2
Exocarpos	syrticola		Santalaceae	Santalales	Rosidae	Coast Ballart	EXSY	Shrub	Hardwood	Evergreen	Moderate	Moderate	2
Exochorda	racemosa	Exochorda grandiflora	Rosaceae	Rosales	Rosidae	Common pearlbrush	EXRA	Shrub	Hardwood	Deciduous	Moderate		15
Exostema	caribaeum	Cinchona caribaea	Rubiaceae	Rubiales	Asteridae	Princewood	EXCA	Shrub	Hardwood	Evergreen			
Exostema	ellipticum		Rubiaceae	Rubiales	Asteridae	Plateado	EXEL	Shrub or small tree	Hardwood	Evergreen			
Exostema	sanctae-luciae		Rubiaceae	Rubiales	Asteridae	Exostema sanctae-luciae	EXSA2	Tree	Hardwood	Deciduous			45
Exothea	paniculata	Melicocca paniculata	Sapindaceae	Sapindales	Rosidae	Butterbough	EXPA	Tree	Hardwood	Evergreen	Slow	Long	60
Eysenhardtia	orthocarpa		Fabaceae	Fabales	Rosidae	Tahitian kidneywood	EYOR	Shrub or small tree	Hardwood	Deciduous			
Eysenhardtia	polystachya		Fabaceae	Fabales	Rosidae	Mexican kidneywood	EYPO	Shrub or small tree	Hardwood	Deciduous			
Eysenhardtia	spinosa		Fabaceae	Fabales	Rosidae	Spiny kidneywood	EYSP	Shrub	Hardwood	Deciduous			
Eysenhardtia	texana	Eysenhardtia angustifolia	Fabaceae	Fabales	Rosidae	Texas kidneywood	EYTE	Shrub or small tree	Hardwood	Deciduous			8
Fagraea	berteroana		Loganiaceae	Gentianales	Asteridae	Pua kenikeni	FABE	Shrub or small tree	Hardwood	Evergreen			
Fagus	crenata		Fagaceae	Fagales	Hamamelidae	Japanese beech	FACR	Tree	Hardwood	Deciduous	Slow	Long	87
Fagus	grandifolia	"Fagus ferruginea, Fagus americana, Fagus grandifolia var. caroliniana, Fagus grandifolia ssp. heterophylla"	Fagaceae	Fagales	Hamamelidae	American beech	FAGR	Tree	Hardwood	Deciduous	Slow	Long	80
Fagus	mexicana		Fagaceae	Fagales	Hamamelidae	Mexican beech	FAME	Tree	Hardwood	Deciduous			30
Fagus	orientalis		Fagaceae	Fagales	Hamamelidae	Oriental beech	FAOR	Tree	Hardwood	Deciduous	Moderate	Long	20
Fagus	sylvatica	Fagus sylvatica var. atropunicea	Fagaceae	Fagales	Hamamelidae	European beech	FASY	Tree	Hardwood	Deciduous	Slow	Moderate	85
Fagus	sylvatica 'Asplenifolia'		Fagaceae	Fagales	Hamamelidae	Fern leaved beech	FASY1	Tree	Hardwood	Deciduous	Moderate	Long	49
Fagus	sylvatica 'Purpurea'	Fagus sylvatica 'atropurpurea'	Fagaceae	Fagales	Hamamelidae	Copper beech	FASYPU	Tree	Hardwood	Deciduous			10
Fallugia	paradoxa		Rosaceae	Rosales	Rosidae	Apache plume	FAPA	Shrub	Hardwood	Deciduous			
Faramea	occidentalis	Ixora occidentalis	Rubiaceae	Rubiales	Asteridae	False coffee	FAOC	Shrub or small tree	Hardwood	Evergreen	Slow	Long	65
Fatsia	japonica		Araliaceae	Apiales	Rosidae	Japanese aralia	FAJA	Shrub	Hardwood	Evergreen	Moderate		15
Feijoa	sellowiana		Myrtaceae	Myrtales	Rosidae	Pineapple guava	FESE	Shrub or small tree	Hardwood	Evergreen	Slow	Short	15
Fendlera	rigida	Fendlera linearis	Hydrangeaceae	Rosales	Rosidae	Stiff fendlerbush	FERI2	Shrub	Hardwood	Deciduous			
Fendlera	rupicola	Fendlera rupicola var. falcata	Hydrangeaceae	Rosales	Rosidae	Cliff fendlerbush	FERU	Shrub	Hardwood	Deciduous			
Fendlera	wrightii	Fendlera rupicola var. wrightii	Hydrangeaceae	Rosales	Rosidae	Wright's fendlerbush	FEWR	Shrub	Hardwood	Deciduous			
Fendlerella	utahensis		Hydrangeaceae	Rosales	Rosidae	Utah fendlerbush	FEUT	Shrub	Hardwood	Deciduous			
Ferocactus	wislizeni	Echinocactus wislizeni	Cactaceae	Caryophyllales	Caryophyllidae	Candy barrelcactus	FEWI	Cactus	Hardwood	Evergreen	Slow	Long	11
Ficus	altissima		Moraceae	Urticales	Hamamelidae	Council tree	FIAL4	Tree	Hardwood	Deciduous	Fast		71
Ficus	americana	"Ficus perforata, Ficus sintenisii"	Moraceae	Urticales	Hamamelidae	Jamaican cherry fig	FIAM	Shrub or small tree	Hardwood	Evergreen	Fast		71
Ficus	aurea		Moraceae	Urticales	Hamamelidae	Florida strangler fig	FIAU	Tree	Hardwood	Deciduous	Fast	Long	55
Ficus	auriculata		Moraceae	Urticales	Hamamelidae	Roxburgh fig	FIAU3	Tree	Hardwood	Evergreen			33
Ficus	benghalensis		Moraceae	Urticales	Hamamelidae	Indian banyan	FIBE2	Tree	Hardwood	Evergreen	Fast		63
Ficus	benjamina	Ficus nitida	Moraceae	Urticales	Hamamelidae	Benjamin fig	FIBE	Tree	Hardwood	Evergreen	Fast	Long	53
Ficus	binnendijkii		Moraceae	Urticales	Hamamelidae	Long-leaf fig	FIBI	Tree	Hardwood	Evergreen	Moderate	Long	12
Ficus	carica		Moraceae	Urticales	Hamamelidae	Common fig	FICA	Tree	Hardwood	Deciduous	Fast		71
Ficus	citrifolia	"Ficus brevifolia, Ficus laevigata"	Moraceae	Urticales	Hamamelidae	Wild banyantree	FICI	Shrub or small tree	Hardwood	Deciduous	Fast		38
Ficus	clusiifolia		Moraceae	Urticales	Hamamelidae	red-fig tree	FICL	Tree	Hardwood	Evergreen			
Ficus	coronata		Moraceae	Urticales	Hamamelidae	Creek sandpaper fig	FICO	Tree	Hardwood	Evergreen	Moderate	Long	26
Ficus	coronulata		Moraceae	Urticales	Hamamelidae	Peach-Leaf Fig	FICO1	Tree	Hardwood	Evergreen	Moderate	Long	15
Ficus	cotinifolia		Moraceae	Urticales	Hamamelidae	Ficus cotinifolia	FICO2	Tree	Hardwood	Semi-Evergreen			30
Ficus	destruens		Moraceae	Urticales	Hamamelidae	Boonjee	FIDE	Tree	Hardwood	Evergreen	Moderate	Long	99
Ficus	drupacea		Moraceae	Urticales	Hamamelidae	Brown-woolly fig	FIDR3	Tree	Hardwood	Evergreen	Fast		71
Ficus	elastica		Moraceae	Urticales	Hamamelidae	Rubber plant	FIEL	Shrub	Hardwood	Evergreen	Fast		38
Ficus	enormis		Moraceae	Urticales	Hamamelidae	Figueira	FIEN	Tree	Hardwood	Deciduous			
Ficus	fraseri		Moraceae	Urticales	Hamamelidae	White Sandpaper Fig	FIFR	Tree	Hardwood	Deciduous	Moderate	Long	15
Ficus	glabra		Moraceae	Urticales	Hamamelidae	white banyan	FIGL	Tree	Hardwood	Evergreen			
Ficus	godeffroyi		Moraceae	Urticales	Hamamelidae	mati	FIGO	Tree	Hardwood	Evergreen			
Ficus	hirsuta		Moraceae	Urticales	Hamamelidae	Ficus hirsuta	FIHI	Tree	Hardwood	Evergreen			
Ficus	insipida		Moraceae	Urticales	Hamamelidae	wild fig	FIIN	Tree	Hardwood	Evergreen			
Ficus	irisana		Moraceae	Urticales	Hamamelidae	Ficus irisana	FIIR	Tree	Hardwood	Evergreen	Moderate	Moderate	
Ficus	lutea	Ficus nekbuda	Moraceae	Urticales	Hamamelidae	Lagos rubbertree	FINE	Tree	Hardwood	Evergreen	Fast		65
Ficus	lyrata		Moraceae	Urticales	Hamamelidae	Fiddle leaf fig	FILY	Shrub	Hardwood	Evergreen	Moderate		38
Ficus	maclellandii		Moraceae	Urticales	Hamamelidae	Banana-leaf fig	FIMA2	Tree	Hardwood	Evergreen			
Ficus	maclellandii 'Alii'	Ficus binnendijkii	Moraceae	Urticales	Hamamelidae	Dwarf rubber plant	FIMAAL	Shrub	Hardwood	Deciduous			
Ficus	macrocarpa		Moraceae	Urticales	Hamamelidae	Ficus macrocarpa	FIMA	Tree	Hardwood	Deciduous	Fast		71
Ficus	macrophylla		Moraceae	Urticales	Hamamelidae	Moreton bay fig	FIMA1	Tree	Hardwood	Evergreen	Moderate	Long	58
Ficus	microcarpa v. hillii		Moraceae	Urticales	Hamamelidae	Hill's weeping fig	FIMIHI	Tree	Hardwood	Evergreen	Moderate	Long	59
Ficus	microcarpa v. nitida	"Ficus microcarpa var. nitida, Ficus microcarpa"	Moraceae	Urticales	Hamamelidae	Green indian laurel fig	FIMINI	Tree	Hardwood	Evergreen			
Ficus	microcarpa v. nitida 'Green Gem'		Moraceae	Urticales	Hamamelidae	Grn gem indian laurel fig	FIMINI1	Tree	Hardwood	Evergreen			
Ficus	nota		Moraceae	Urticales	Hamamelidae	Tibig	FINO3	Tree	Hardwood	Deciduous	Fast		71
Ficus	obliqua		Moraceae	Urticales	Hamamelidae	Small-leaved Fig	FIOB1	Tree	Hardwood	Evergreen	Moderate	Long	165
Ficus	obtusifolia	Ficus urbaniana	Moraceae	Urticales	Hamamelidae	Amate	FIOB	Shrub or small tree	Hardwood	Evergreen	Fast		71
Ficus	opposita		Moraceae	Urticales	Hamamelidae	Figwood	FIOP	Shrub or small tree	Hardwood	Deciduous	Moderate	Long	7
Ficus	organensis		Moraceae	Urticales	Hamamelidae	Figueira nativa	FIOR	Tree	Hardwood	Deciduous	Fast		71
Ficus	padifolia		Moraceae	Urticales	Hamamelidae	Ficus padifolia	FIPA	Tree	Hardwood	Semi-Evergreen			20
Ficus	palmata	Ficus pseudocarica	Moraceae	Urticales	Hamamelidae	Punjab fig	FIPA2	Shrub	Hardwood	Deciduous	Fast		71
Ficus	petiolaris		Moraceae	Urticales	Hamamelidae	Petiolate fig	FIPE	Tree	Hardwood	Deciduous			18
Ficus	platypoda		Moraceae	Urticales	Hamamelidae	Rock fig	FIPL	Tree	Hardwood	Evergreen	Moderate	Long	20
Ficus	prinoides		Moraceae	Urticales	Hamamelidae	Higuito/Laurel	FIPR	Tree	Hardwood	Deciduous	Fast	Moderate	98
Ficus	prolixa		Moraceae	Urticales	Hamamelidae	banyan	FIPR2	Tree	Hardwood	Evergreen			90
Ficus	pumila	Ficus repens	Moraceae	Urticales	Hamamelidae	Climbingfig	FIPU2	Shrub or small tree	Hardwood	Evergreen	Fast		71
Ficus	racemosa		Moraceae	Urticales	Hamamelidae	Cluster Fig	FIRA	Tree	Hardwood	Evergreen	Fast	Long	20
